Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction
Emptying,93.5,57.0,6.0,75.6,53.4,63.4,32.2,Cubic,Recyclable
Emptying,198.3,45.8,8.0,63.9,42.0,83.5,55.6,Fiberglass Igloo-a,Recyclable
Non Emptying,72.1,33.1,1.0,61.2,34.3,54.0,62.0,Malmobehallare,Recyclable
Emptying,95.4,52.7,8.0,86.6,44.8,61.2,40.0,Fiberglass Igloo-a,Non Recyclable
Emptying,80.5,54.1,6.0,63.7,42.9,83.9,51.1,Lindstrom-b,Mixed
Non Emptying,54.7,52.1,3.0,54.0,32.3,62.0,65.1,Malmobehallare,Mixed
Non Emptying,66.3,23.4,1.0,60.6,35.7,51.2,24.6,Fiberglass Igloo-a,Non Recyclable
Emptying,93.0,51.4,8.0,74.8,48.0,62.8,50.7,Rectangular Farmland,Non Recyclable
Non Emptying,32.8,23.7,4.0,64.5,36.0,61.0,67.4,Silvertop-b,Non Recyclable
Emptying,91.9,27.6,6.0,61.4,69.1,76.5,60.1,Rectangular Farmland,Non Recyclable
Non Emptying,68.7,52.6,1.0,51.7,58.9,66.8,68.9,Lindstrom-b,Recyclable
Emptying,92.4,23.2,9.0,76.7,55.2,99.2,51.7,Rectangular Farmland,Mixed
Emptying,70.0,56.4,6.0,91.4,50.3,94.0,32.1,Silvertop-b,Non Recyclable
Non Emptying,51.4,65.5,4.0,63.7,34.5,59.1,31.6,Fiberglass Igloo-a,Mixed
Non Emptying,32.5,56.2,3.0,52.2,54.1,59.6,58.5,Silvertop-b,Non Recyclable
Emptying,91.4,41.3,9.0,95.2,62.4,88.5,30.3,Diamond,Mixed
Emptying,83.5,43.4,6.0,83.6,50.7,83.4,53.0,BIM-3 FTI bottentomd,Recyclable
Emptying,96.7,56.5,8.0,78.2,37.9,82.1,44.4,Fiberglass Igloo-b,Non Recyclable
Emptying,89.7,68.9,9.0,80.0,30.6,82.3,67.3,Fiberglass Igloo-a,Mixed
Non Emptying,61.6,60.4,4.0,74.1,25.2,62.0,20.6,Cubic,Mixed
Non Emptying,69.4,36.8,5.0,60.7,21.9,71.4,64.6,Silvertop-b,Non Recyclable
Non Emptying,90.0,60.3,8.0,82.9,56.1,84.0,46.5,Cubic,Non Recyclable
Non Emptying,75.4,61.1,5.0,57.4,21.7,31.3,55.0,Lindstrom City,Non Recyclable
Non Emptying,56.1,64.5,3.0,71.3,61.3,62.8,52.6,Lindstrom-b,Mixed
Emptying,80.2,41.9,6.0,83.1,54.6,89.4,66.6,Rectangular,Mixed
Emptying,86.1,49.7,7.0,98.6,20.8,85.5,51.4,Lindstrom City,Recyclable
Emptying,69.6,42.9,6.0,81.9,45.7,91.0,41.5,Accordion,Mixed
Emptying,103.0,54.5,6.0,93.6,43.8,82.9,57.9,Rectangular,Mixed
Non Emptying,63.8,33.4,4.0,65.9,68.8,59.6,20.3,Lindstrom-a,Mixed
Non Emptying,77.3,23.4,1.0,68.0,52.0,59.4,34.4,Lindstrom-a,Mixed
Non Emptying,71.3,64.0,2.0,30.1,37.7,73.7,66.2,Fiberglass Igloo-a,Mixed
Non Emptying,72.3,52.8,1.0,35.6,36.4,73.4,53.0,Malmobehallare,Mixed
Non Emptying,51.7,62.6,3.0,32.7,51.5,55.6,56.4,Lindstrom-a,Non Recyclable
Non Emptying,63.1,53.9,3.0,63.5,50.7,69.3,67.8,Lindstrom-b,Non Recyclable
Non Emptying,72.5,25.9,3.0,52.7,57.1,65.3,33.7,Silvertop-b,Recyclable
Emptying,83.4,36.1,8.0,91.7,58.6,81.5,37.3,Lindstrom-a,Mixed
Non Emptying,71.9,52.3,4.0,61.1,55.9,58.8,51.1,Lindstrom-b,Non Recyclable
Emptying,96.9,21.3,8.0,66.5,69.0,94.7,41.7,Fiberglass Igloo-b,Non Recyclable
Emptying,88.5,57.1,7.0,95.1,51.2,94.2,45.8,Lindstrom City,Mixed
Emptying,92.7,45.7,7.0,71.6,41.4,99.9,41.4,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,53.8,33.7,3.0,50.9,63.0,58.0,61.5,Fiberglass Igloo-b,Recyclable
Emptying,90.9,65.2,6.0,64.6,39.2,87.6,23.8,Diamond,Mixed
Non Emptying,67.2,52.6,5.0,66.5,61.9,36.7,30.7,Accordion,Non Recyclable
Emptying,63.8,43.0,6.0,87.6,34.1,81.6,46.4,Malmobehallare,Recyclable
Emptying,89.3,34.3,6.0,89.2,40.3,84.9,44.4,Malmobehallare,Mixed
Emptying,80.8,58.5,6.0,89.0,40.2,99.2,38.2,Silvertop-a,Recyclable
Emptying,88.3,23.2,8.0,94.3,68.5,85.7,40.2,Silvertop-b,Mixed
Non Emptying,70.9,27.8,3.0,62.4,64.9,51.2,53.8,Lindstrom-a,Mixed
Non Emptying,51.6,55.4,3.0,53.5,22.7,68.8,54.6,Silvertop-a,Mixed
Non Emptying,55.0,36.1,3.0,34.1,23.3,33.9,52.9,BIM-3 FTI bottentomd,Non Recyclable
Emptying,72.3,43.6,6.0,72.0,44.6,71.8,31.3,Silvertop-b,Non Recyclable
Emptying,94.5,62.7,6.0,92.5,42.6,92.1,61.3,Lindstrom City,Non Recyclable
Non Emptying,56.3,66.4,3.0,61.6,56.3,70.0,37.8,Lindstrom City,Non Recyclable
Non Emptying,78.1,30.3,3.0,63.3,34.0,74.5,53.6,Fiberglass Igloo-a,Recyclable
Non Emptying,,51.7,4.0,63.3,61.3,50.5,21.9,Cubic,Mixed
Non Emptying,33.0,30.3,2.0,60.3,64.5,35.2,25.5,Silvertop-b,Recyclable
Emptying,90.1,54.8,7.0,70.5,65.2,96.6,50.2,Malmobehallare,Recyclable
Non Emptying,60.9,36.6,4.0,61.8,63.0,35.0,53.4,Fiberglass Igloo-a,Non Recyclable
Non Emptying,62.3,34.3,3.0,59.6,35.4,74.0,34.2,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,36.2,33.5,1.0,56.9,56.1,35.2,51.8,Lindstrom-b,Recyclable
Emptying,81.6,52.0,8.0,100.0,41.4,74.4,23.7,Lindstrom-a,Mixed
Non Emptying,70.8,50.0,2.0,51.6,36.9,56.6,30.4,Rectangular Farmland,Mixed
Non Emptying,30.2,58.1,1.0,30.7,58.3,62.0,56.0,Accordion,Mixed
Emptying,91.8,27.6,9.0,75.6,40.4,99.4,36.7,Diamond,Recyclable
Non Emptying,67.1,34.5,3.0,32.9,60.5,69.2,53.3,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,32.2,38.3,4.0,58.8,58.0,54.3,26.2,Silvertop-a,Non Recyclable
Non Emptying,53.1,37.5,1.0,60.1,52.2,67.5,31.6,Lindstrom-b,Recyclable
Emptying,92.5,38.3,6.0,64.1,29.3,90.4,40.2,Rectangular,Non Recyclable
Emptying,92.7,28.9,8.0,94.9,23.8,63.0,58.7,Silvertop-a,Non Recyclable
Non Emptying,35.1,20.7,1.0,62.1,25.0,67.3,58.4,Cubic,Non Recyclable
Emptying,97.3,22.3,9.0,73.4,59.1,73.7,52.1,Malmobehallare,Non Recyclable
Non Emptying,55.7,57.4,4.0,50.8,31.2,51.4,50.0,Lindstrom City,Non Recyclable
Non Emptying,37.0,54.2,4.0,73.0,60.6,53.2,66.1,Malmobehallare,Mixed
Emptying,91.0,31.5,6.0,86.0,50.0,69.2,41.0,Silvertop-b,Mixed
Non Emptying,53.9,58.2,,36.5,50.4,60.9,61.4,Lindstrom City,Recyclable
Non Emptying,52.1,54.5,4.0,51.4,50.2,68.7,68.6,Malmobehallare,Mixed
Non Emptying,72.8,59.0,4.0,64.9,35.4,52.8,33.7,Lindstrom-a,Non Recyclable
Non Emptying,61.6,51.4,2.0,31.7,63.2,54.9,33.0,Cubic,Non Recyclable
Emptying,93.7,53.2,6.0,68.2,57.8,74.0,58.6,Lindstrom-b,Recyclable
Non Emptying,67.9,55.0,2.0,56.4,35.3,54.8,63.3,Rectangular,Non Recyclable
Emptying,84.7,20.1,9.0,69.9,61.3,67.9,67.9,Fiberglass Igloo-a,Recyclable
Non Emptying,63.8,58.1,1.0,69.1,30.6,50.9,39.0,Fiberglass Igloo-b,Non Recyclable
Non Emptying,69.4,21.3,1.0,64.5,63.2,52.5,57.1,Fiberglass Igloo-b,Mixed
Non Emptying,64.9,54.9,3.0,50.4,60.2,79.5,58.6,Rectangular Farmland,Non Recyclable
Non Emptying,38.8,54.4,3.0,57.9,55.5,64.1,63.5,Rectangular,Recyclable
Emptying,,30.5,7.0,74.4,54.7,80.1,64.8,Fiberglass Igloo-b,Non Recyclable
Emptying,96.0,51.0,9.0,83.1,33.9,67.1,43.3,Diamond,Mixed
Non Emptying,53.7,35.9,5.0,61.0,21.9,33.7,33.1,Lindstrom-b,Recyclable
Emptying,96.9,40.0,6.0,64.7,42.5,82.9,44.8,Diamond,Non Recyclable
Emptying,69.9,53.4,6.0,92.6,52.7,86.4,51.2,Fiberglass Igloo-b,Non Recyclable
Non Emptying,50.2,63.7,2.0,59.2,32.9,80.0,25.1,Lindstrom-b,Mixed
Non Emptying,68.8,32.5,5.0,64.6,38.0,64.1,53.6,Lindstrom City,Non Recyclable
Non Emptying,31.6,34.7,5.0,51.5,21.1,70.3,31.4,Diamond,Recyclable
Emptying,92.2,42.8,6.0,82.2,44.3,64.8,56.1,Rectangular,Recyclable
Non Emptying,60.5,36.3,3.0,62.6,51.6,66.6,21.8,Malmobehallare,Non Recyclable
Non Emptying,57.4,55.3,1.0,70.0,62.3,58.2,54.9,Diamond,Non Recyclable
Non Emptying,63.7,66.4,4.0,50.7,38.8,57.9,54.4,Silvertop-a,Recyclable
Emptying,95.3,62.5,6.0,71.8,34.8,93.1,36.0,BIM-3 FTI bottentomd,Non Recyclable
Emptying,88.7,53.6,6.0,82.0,52.8,87.3,45.2,Lindstrom-b,Non Recyclable
Emptying,92.4,69.7,6.0,95.3,50.6,90.0,44.1,Lindstrom City,Non Recyclable
Emptying,92.6,31.6,8.0,72.0,34.2,75.7,49.0,Rectangular Farmland,Mixed
Non Emptying,32.9,33.3,1.0,62.2,38.2,33.9,51.2,Malmobehallare,Mixed
Emptying,96.2,38.0,6.0,69.8,50.8,88.8,51.7,Lindstrom-b,Mixed
Non Emptying,77.4,51.5,2.0,30.4,64.9,54.3,53.7,Lindstrom City,Recyclable
Emptying,93.3,40.5,8.0,94.8,21.2,90.7,41.8,Fiberglass Igloo-b,Non Recyclable
Non Emptying,68.5,58.4,5.0,79.0,27.6,69.9,55.2,Lindstrom-a,Mixed
Non Emptying,79.3,50.8,1.0,68.1,57.4,61.2,53.2,Fiberglass Igloo-a,Mixed
Non Emptying,78.1,56.9,3.0,38.5,33.8,51.4,32.9,Accordion,Recyclable
Non Emptying,66.1,53.6,2.0,73.3,56.5,67.9,58.2,Lindstrom-a,Recyclable
Emptying,81.6,55.6,9.0,87.2,31.7,67.6,49.8,Diamond,Recyclable
Non Emptying,75.1,54.6,2.0,67.2,50.5,73.0,51.4,Lindstrom-b,Mixed
Non Emptying,72.5,58.1,1.0,58.5,24.6,67.3,57.5,Lindstrom City,Non Recyclable
Non Emptying,70.6,33.0,5.0,64.4,52.5,60.3,27.5,Silvertop-b,Recyclable
Non Emptying,51.0,60.7,2.0,53.4,68.2,57.5,51.3,Lindstrom-a,Recyclable
Emptying,87.6,28.0,7.0,93.8,58.1,85.8,35.6,Malmobehallare,Recyclable
Non Emptying,83.8,49.8,6.0,74.4,40.9,80.3,54.3,Cubic,Non Recyclable
Emptying,82.9,68.3,7.0,93.9,62.2,63.8,32.0,Fiberglass Igloo-a,Recyclable
Non Emptying,63.8,57.2,4.0,58.2,32.8,62.0,62.7,Silvertop-b,Non Recyclable
Non Emptying,68.3,67.0,3.0,51.5,37.6,53.1,37.2,Rectangular,Mixed
Emptying,99.6,54.7,7.0,97.7,44.7,60.8,40.8,Accordion,Recyclable
Emptying,91.5,60.8,6.0,70.8,50.3,97.3,32.6,Lindstrom-b,Non Recyclable
Emptying,97.4,46.1,9.0,94.9,49.8,86.8,43.5,Silvertop-a,Recyclable
Non Emptying,66.4,57.9,5.0,57.9,53.9,65.4,52.3,BIM-3 FTI bottentomd,Recyclable
Emptying,81.5,33.3,6.0,93.8,62.3,91.2,59.2,Lindstrom-b,Mixed
Emptying,71.3,53.1,6.0,60.5,58.5,62.9,45.0,Fiberglass Igloo-a,Recyclable
Non Emptying,54.7,54.2,1.0,59.1,50.4,51.3,68.1,Cubic,Mixed
Non Emptying,63.6,52.4,3.0,65.0,35.5,60.3,20.5,Malmobehallare,Non Recyclable
Emptying,68.0,31.1,9.0,81.0,37.3,61.0,20.0,Silvertop-b,Non Recyclable
Non Emptying,53.0,37.0,3.0,66.2,50.1,54.0,22.1,Silvertop-a,Non Recyclable
Non Emptying,54.0,54.4,2.0,30.9,35.6,77.1,23.2,Fiberglass Igloo-a,Non Recyclable
Non Emptying,55.9,13.8,2.0,51.0,52.1,63.9,63.0,Lindstrom City,Non Recyclable
Emptying,80.1,31.7,6.0,92.7,55.9,60.9,67.1,Silvertop-b,Mixed
Non Emptying,33.3,56.0,4.0,57.3,33.1,60.0,52.7,Cubic,Non Recyclable
Non Emptying,32.3,62.7,4.0,77.5,55.9,69.1,34.2,Silvertop-b,Mixed
Emptying,97.8,45.4,6.0,80.9,43.6,91.0,52.8,Malmobehallare,Mixed
Non Emptying,32.6,36.0,1.0,79.6,36.5,50.2,38.5,Lindstrom-a,Mixed
Non Emptying,71.8,30.2,1.0,52.2,64.4,69.9,56.0,Lindstrom-a,Non Recyclable
Non Emptying,58.5,55.2,2.0,67.2,34.6,61.4,22.9,Malmobehallare,Recyclable
Non Emptying,53.3,24.3,1.0,36.6,51.9,35.7,37.3,Lindstrom City,Recyclable
Non Emptying,66.3,38.7,4.0,30.3,66.6,38.3,34.0,Lindstrom-a,Mixed
Emptying,83.8,57.1,7.0,75.2,48.8,67.7,21.8,Malmobehallare,Non Recyclable
Emptying,92.3,42.9,6.0,95.6,41.4,79.0,49.3,Rectangular Farmland,Non Recyclable
Emptying,88.2,40.2,6.0,89.2,56.2,87.3,25.3,Lindstrom-b,Mixed
Emptying,81.3,43.0,6.0,63.4,68.8,82.8,51.1,Rectangular,Mixed
Non Emptying,74.0,57.6,4.0,52.6,52.2,69.0,68.3,Malmobehallare,Non Recyclable
Emptying,94.3,59.8,6.0,70.0,60.3,99.1,48.7,Diamond,Recyclable
Non Emptying,61.0,37.0,4.0,53.4,50.8,65.7,68.0,Accordion,Mixed
Non Emptying,58.1,31.4,4.0,31.2,65.0,51.6,55.0,Diamond,Recyclable
Non Emptying,70.6,65.3,1.0,54.4,23.6,71.8,26.6,BIM-3 FTI bottentomd,Mixed
Non Emptying,33.5,51.0,4.0,63.2,61.1,33.9,66.3,Lindstrom-a,Recyclable
Emptying,67.0,51.0,6.0,85.1,40.7,99.1,44.5,Accordion,Recyclable
Non Emptying,64.2,52.5,5.0,61.1,66.5,32.1,50.9,Rectangular Farmland,Mixed
Emptying,91.1,31.2,7.0,70.9,44.5,99.9,52.1,Lindstrom City,Recyclable
Emptying,63.5,62.5,6.0,94.3,31.4,90.0,61.9,Accordion,Recyclable
Emptying,90.8,22.9,8.0,91.7,40.8,71.1,63.0,BIM-3 FTI bottentomd,Recyclable
Non Emptying,30.4,22.4,1.0,66.6,52.6,65.1,55.6,Malmobehallare,Non Recyclable
Non Emptying,52.4,30.3,1.0,32.0,23.7,31.5,62.9,Cubic,Mixed
Non Emptying,79.7,59.0,3.0,50.8,34.0,56.4,58.6,Silvertop-a,Non Recyclable
Emptying,70.0,45.7,6.0,82.2,45.6,98.6,34.9,Silvertop-a,Non Recyclable
Non Emptying,53.8,53.2,1.0,31.8,61.2,61.3,67.1,Rectangular,Mixed
Non Emptying,33.6,50.7,5.0,30.9,62.3,71.6,24.4,Lindstrom-b,Mixed
Non Emptying,65.2,38.4,2.0,60.8,58.6,50.9,65.7,Rectangular Farmland,Recyclable
Non Emptying,54.6,56.1,4.0,61.4,37.3,71.8,35.3,Silvertop-a,Non Recyclable
Non Emptying,53.3,50.9,4.0,56.9,23.5,68.8,54.2,Fiberglass Igloo-a,Recyclable
Non Emptying,71.7,61.8,5.0,74.4,52.4,52.0,63.5,Silvertop-a,Recyclable
Non Emptying,60.9,22.9,2.0,76.4,28.1,72.8,60.1,Silvertop-b,Mixed
Non Emptying,73.8,55.8,3.0,61.3,54.0,58.6,61.7,Lindstrom-a,Recyclable
Emptying,90.0,24.7,7.0,60.0,49.2,80.4,42.4,Diamond,Non Recyclable
Non Emptying,67.5,20.5,3.0,63.1,68.3,31.4,30.6,Rectangular Farmland,Recyclable
Emptying,82.6,50.0,7.0,90.3,69.6,86.1,47.3,Rectangular,Mixed
Non Emptying,31.7,52.7,1.0,77.3,56.6,34.7,37.3,Lindstrom-a,Recyclable
Emptying,89.9,63.8,6.0,96.3,52.5,61.0,48.7,Accordion,Recyclable
Non Emptying,56.6,30.0,1.0,75.6,35.6,61.6,38.0,Lindstrom City,Non Recyclable
Non Emptying,66.7,67.5,4.0,63.3,30.1,60.0,61.2,Lindstrom-a,Non Recyclable
Non Emptying,58.9,20.5,4.0,68.7,38.7,57.5,51.4,BIM-3 FTI bottentomd,Mixed
Emptying,78.4,34.2,9.0,94.6,24.6,92.0,50.2,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,68.4,68.5,2.0,34.6,67.8,73.4,36.9,Fiberglass Igloo-a,Recyclable
Emptying,93.4,40.3,,62.3,53.1,60.8,65.3,Malmobehallare,Non Recyclable
Emptying,84.5,65.4,7.0,88.4,33.8,95.5,51.3,Malmobehallare,Non Recyclable
Emptying,70.0,43.0,9.0,88.7,55.6,100.0,32.1,Rectangular Farmland,Recyclable
Emptying,73.3,60.0,6.0,65.2,34.6,84.3,41.7,Rectangular,Recyclable
Non Emptying,51.9,37.2,2.0,50.1,36.4,58.0,67.2,Accordion,Non Recyclable
Emptying,83.4,35.9,6.0,74.7,22.5,76.8,42.5,Silvertop-b,Non Recyclable
Emptying,80.9,43.7,6.0,93.7,57.1,92.4,65.0,Fiberglass Igloo-a,Mixed
Emptying,93.2,53.2,6.0,73.5,25.9,95.0,63.1,Lindstrom-b,Non Recyclable
Emptying,77.5,43.7,8.0,84.1,51.4,96.7,42.0,Silvertop-a,Mixed
Non Emptying,61.0,36.4,2.0,53.8,31.4,68.5,34.8,Diamond,Non Recyclable
Emptying,71.3,61.2,7.0,81.1,35.8,80.0,26.7,Rectangular Farmland,Non Recyclable
Emptying,81.1,39.8,6.0,90.5,50.0,62.5,38.9,Fiberglass Igloo-a,Mixed
Non Emptying,64.6,60.8,4.0,51.0,50.9,61.3,33.9,Rectangular,Mixed
Emptying,82.4,40.8,8.0,63.4,56.6,91.5,64.4,Lindstrom-a,Non Recyclable
Emptying,96.5,21.5,6.0,61.5,63.6,80.5,34.0,Lindstrom-a,Non Recyclable
Emptying,93.8,43.6,9.0,85.5,40.1,67.6,35.9,Lindstrom-b,Mixed
Non Emptying,61.2,31.3,1.0,50.2,34.6,58.3,24.5,Lindstrom City,Recyclable
Non Emptying,32.0,66.2,1.0,69.8,21.4,59.3,30.7,Rectangular,Mixed
Emptying,92.5,50.2,6.0,64.1,36.7,93.6,39.9,Fiberglass Igloo-b,Mixed
Emptying,80.3,68.0,,73.0,33.4,95.7,36.2,Fiberglass Igloo-a,Recyclable
Emptying,72.7,54.8,9.0,93.3,50.6,90.0,59.4,Fiberglass Igloo-a,Non Recyclable
Emptying,91.2,41.2,7.0,60.1,41.1,97.3,41.0,Fiberglass Igloo-b,Non Recyclable
Non Emptying,77.6,62.3,5.0,67.3,38.8,57.5,53.0,Malmobehallare,Non Recyclable
Non Emptying,53.7,55.3,3.0,78.6,21.2,56.2,36.6,Cubic,Recyclable
Emptying,65.8,48.4,6.0,80.9,64.9,61.3,31.8,Rectangular,Mixed
Non Emptying,71.7,36.6,5.0,75.1,52.4,73.8,33.7,Silvertop-b,Non Recyclable
Emptying,72.6,61.4,6.0,80.2,31.2,70.1,20.6,Fiberglass Igloo-a,Non Recyclable
Emptying,100.0,62.2,6.0,75.9,53.3,98.6,38.7,Cubic,Recyclable
Non Emptying,31.0,32.8,3.0,73.3,25.6,54.6,31.1,Silvertop-b,Mixed
Non Emptying,64.2,25.6,4.0,75.7,23.9,38.7,21.9,Diamond,Recyclable
Emptying,72.4,53.9,7.0,75.5,51.9,81.5,40.5,Silvertop-b,Recyclable
Emptying,66.4,66.5,6.0,90.2,52.8,71.5,65.5,Diamond,Non Recyclable
Emptying,93.7,46.7,6.0,76.1,50.3,93.9,26.1,Lindstrom-a,Non Recyclable
Emptying,84.6,45.5,6.0,96.1,24.1,95.4,20.0,Lindstrom City,Non Recyclable
Non Emptying,53.5,37.8,5.0,70.7,65.6,57.5,67.0,Cubic,Recyclable
Emptying,78.3,43.9,7.0,79.9,28.8,77.9,26.3,Fiberglass Igloo-a,Recyclable
Emptying,63.1,23.4,6.0,98.2,41.9,87.4,53.9,Lindstrom-a,Non Recyclable
Non Emptying,50.6,64.2,3.0,33.7,35.0,67.6,33.9,Silvertop-a,Mixed
Non Emptying,50.9,28.2,2.0,62.8,32.3,70.2,53.9,Fiberglass Igloo-b,Mixed
Non Emptying,61.9,51.0,3.0,59.3,37.8,58.8,60.3,Rectangular,Non Recyclable
Emptying,94.5,43.6,6.0,66.6,26.4,99.7,43.2,BIM-3 FTI bottentomd,Recyclable
Non Emptying,62.3,53.3,2.0,59.4,20.3,36.4,62.5,Lindstrom City,Non Recyclable
Non Emptying,52.2,68.9,4.0,53.1,53.9,79.8,52.2,Rectangular,Recyclable
Emptying,91.4,51.2,9.0,91.1,57.9,87.4,67.5,Cubic,Mixed
Emptying,95.6,30.9,,90.0,23.0,79.6,38.6,Diamond,Mixed
Non Emptying,60.3,54.3,5.0,38.4,54.2,33.7,51.8,Cubic,Recyclable
Emptying,91.3,50.0,6.0,63.9,52.3,96.4,37.2,Fiberglass Igloo-a,Mixed
Emptying,88.1,63.1,9.0,86.1,45.3,83.0,56.8,Accordion,Recyclable
Non Emptying,57.0,52.3,4.0,58.5,37.9,60.4,64.7,Rectangular,Mixed
Non Emptying,62.8,34.7,2.0,76.4,57.2,61.4,39.0,Fiberglass Igloo-b,Recyclable
Emptying,94.1,54.4,,82.2,60.6,70.8,35.4,Fiberglass Igloo-b,Mixed
Emptying,73.4,53.1,9.0,89.6,20.5,76.5,69.2,Rectangular Farmland,Mixed
Emptying,77.7,25.2,9.0,82.8,33.3,72.0,58.7,Malmobehallare,Mixed
Non Emptying,61.4,50.7,3.0,62.2,35.3,50.3,50.2,Fiberglass Igloo-a,Mixed
Emptying,80.8,31.2,8.0,89.0,69.8,95.7,49.1,Lindstrom-a,Non Recyclable
Emptying,90.3,28.2,8.0,63.8,41.2,93.5,40.4,Fiberglass Igloo-b,Non Recyclable
Non Emptying,65.4,34.4,5.0,58.8,32.4,62.7,67.6,Malmobehallare,Mixed
Non Emptying,66.2,51.9,5.0,34.3,63.4,50.3,23.2,Fiberglass Igloo-b,Mixed
Emptying,83.7,20.4,6.0,67.2,50.5,64.2,42.0,Silvertop-a,Recyclable
Emptying,63.5,35.9,6.0,63.3,32.4,82.6,43.4,BIM-3 FTI bottentomd,Mixed
Non Emptying,66.0,59.0,1.0,65.9,26.1,68.3,37.7,Rectangular,Recyclable
Non Emptying,72.9,63.8,2.0,58.6,22.6,53.0,53.5,Accordion,Non Recyclable
Non Emptying,39.7,33.4,2.0,68.6,36.0,67.0,62.9,Silvertop-b,Mixed
Non Emptying,73.1,30.9,2.0,38.8,31.6,64.0,38.5,Lindstrom-b,Non Recyclable
Emptying,92.5,58.5,,88.0,34.0,72.2,54.4,Fiberglass Igloo-b,Recyclable
Non Emptying,50.6,52.0,3.0,38.9,21.8,61.5,20.8,Lindstrom-a,Recyclable
Emptying,97.4,51.8,6.0,64.8,34.1,87.1,30.6,Lindstrom-a,Non Recyclable
Non Emptying,50.3,35.2,1.0,39.8,62.6,50.9,30.1,BIM-3 FTI bottentomd,Recyclable
Non Emptying,56.3,64.1,2.0,66.1,37.3,32.0,35.6,Rectangular,Mixed
Emptying,99.1,60.7,6.0,62.3,57.7,67.2,56.0,Silvertop-a,Recyclable
Emptying,84.4,30.4,6.0,87.4,44.5,78.8,56.5,Cubic,Mixed
Emptying,71.5,57.5,7.0,92.4,42.0,88.6,35.4,Rectangular Farmland,Mixed
Non Emptying,71.6,38.3,5.0,58.5,54.8,58.9,38.4,BIM-3 FTI bottentomd,Non Recyclable
Non Emptying,67.6,35.8,1.0,60.5,37.6,51.4,68.0,Cubic,Mixed
Emptying,91.6,43.9,7.0,99.1,53.6,93.4,54.7,Silvertop-a,Non Recyclable
Emptying,62.1,53.7,6.0,66.8,41.8,81.1,58.2,Lindstrom-a,Recyclable
Non Emptying,65.2,54.3,2.0,64.3,60.2,62.6,33.4,Lindstrom-a,Non Recyclable
Emptying,75.8,46.2,7.0,90.4,64.1,61.6,49.9,Cubic,Recyclable
Emptying,82.3,24.5,7.0,95.6,54.5,100.0,56.2,Lindstrom City,Non Recyclable
Emptying,96.8,53.5,8.0,91.4,54.2,94.4,36.9,Malmobehallare,Recyclable
Emptying,81.0,58.0,6.0,94.7,58.3,89.1,40.4,Lindstrom City,Recyclable
Emptying,81.1,45.2,9.0,82.9,53.2,68.7,59.3,Fiberglass Igloo-b,Recyclable
Emptying,99.5,51.9,9.0,70.9,51.8,85.2,44.9,Silvertop-a,Mixed
Emptying,74.6,36.5,7.0,88.0,34.8,82.2,46.1,Diamond,Non Recyclable
Emptying,81.4,51.3,6.0,82.3,21.7,82.4,22.0,Fiberglass Igloo-a,Mixed
Emptying,90.0,20.5,7.0,92.9,44.1,99.3,35.7,Lindstrom-b,Non Recyclable
Emptying,85.1,60.0,8.0,65.2,58.3,95.4,68.2,Lindstrom-a,Recyclable
Non Emptying,32.6,35.6,1.0,75.1,34.7,71.2,63.3,Fiberglass Igloo-b,Mixed
Non Emptying,32.5,33.1,1.0,61.0,22.8,53.1,26.3,Cubic,Non Recyclable
Non Emptying,51.1,50.2,1.0,52.0,66.4,51.2,51.9,Cubic,Non Recyclable
Non Emptying,60.9,28.5,3.0,31.3,63.6,52.1,23.0,Lindstrom-a,Non Recyclable
Non Emptying,53.5,55.1,5.0,77.2,32.5,78.0,38.1,Fiberglass Igloo-b,Mixed
Non Emptying,35.5,38.1,1.0,33.1,32.2,61.9,50.7,Silvertop-a,Mixed
Emptying,90.9,23.9,9.0,94.6,48.1,90.5,40.0,Rectangular Farmland,Non Recyclable
Non Emptying,60.7,28.3,5.0,79.0,25.7,30.0,55.4,Lindstrom-b,Mixed
Emptying,67.1,66.3,8.0,91.9,68.2,74.3,22.4,Rectangular,Recyclable
Non Emptying,56.1,30.9,3.0,67.1,52.9,69.3,32.3,Silvertop-b,Non Recyclable
Emptying,86.3,22.2,6.0,75.4,54.7,97.7,57.7,Cubic,Recyclable
Non Emptying,90.1,30.8,,91.7,43.6,93.1,33.9,Silvertop-a,Non Recyclable
Emptying,94.8,58.8,7.0,93.9,38.5,61.7,42.8,Silvertop-a,Recyclable
Non Emptying,64.2,54.3,3.0,69.3,33.8,55.1,60.4,Rectangular,Mixed
Emptying,88.7,49.9,6.0,90.0,58.4,80.5,48.8,Fiberglass Igloo-b,Recyclable
Emptying,84.5,29.0,8.0,91.2,30.5,70.6,38.3,Cubic,Mixed
Emptying,82.1,32.7,8.0,92.7,40.8,68.2,34.6,Silvertop-b,Mixed
Non Emptying,34.4,58.7,4.0,60.1,20.2,64.3,33.4,Lindstrom-b,Non Recyclable
Emptying,76.6,52.6,7.0,60.1,35.4,74.0,37.0,Lindstrom City,Non Recyclable
